date;home_team;away_team;home_score;away_score;tournament;city;country;neutral;goals;victory;defeat;egality
13.01.63;Morocco;Switzerland;1;0;Friendly;Casablanca;Morocco;FALSE;1322;0;0;0
31.03.63;Switzerland;Netherlands;1;1;UEFA Euro qualification;Berne;Switzerland;FALSE;1324;0;0;0
05.06.63;Switzerland;England;1;8;Friendly;Basel;Switzerland;FALSE;1333;0;0;0
03.11.63;Switzerland;Norway;0;2;Friendly;Zurich;Switzerland;FALSE;1335;0;0;0
11.11.63;France;Switzerland;2;2;Friendly;Paris;France;FALSE;1339;0;0;0
15.04.64;Switzerland;Belgium;2;0;Friendly;Geneva;Switzerland;FALSE;1341;0;0;0
29.04.64;Switzerland;Portugal;2;3;Friendly;Zurich;Switzerland;FALSE;1346;0;0;0
10.05.64;Switzerland;Italy;1;3;Friendly;Lausanne;Switzerland;FALSE;1350;0;0;0
01.07.64;Norway;Switzerland;3;2;Friendly;Bergen;Norway;FALSE;1355;0;0;0
04.10.64;Switzerland;Hungary;0;2;Friendly;Berne;Switzerland;FALSE;1357;0;0;0
14.10.64;Northern Ireland;Switzerland;1;0;FIFA World Cup qualification;Belfast;Northern Ireland;FALSE;1358;0;0;0
14.11.64;Switzerland;Northern Ireland;2;1;FIFA World Cup qualification;Lausanne;Switzerland;FALSE;1361;0;0;0
17.03.65;Israel;Switzerland;0;0;Friendly;Jaffa;Israel;FALSE;1361;0;0;0
11.04.65;Albania;Switzerland;0;2;FIFA World Cup qualification;Tirana;Albania;FALSE;1363;0;0;0
02.05.65;Switzerland;Albania;1;0;FIFA World Cup qualification;Geneva;Switzerland;FALSE;1364;0;0;0
26.05.65;Switzerland;Germany;0;1;Friendly;Basel;Switzerland;FALSE;1365;0;0;0
17.10.65;Netherlands;Switzerland;0;0;FIFA World Cup qualification;Amsterdam;Netherlands;FALSE;1365;0;0;0
14.11.65;Switzerland;Netherlands;2;1;FIFA World Cup qualification;Berne;Switzerland;FALSE;1368;0;0;0
20.04.66;Switzerland;Russia;2;2;Friendly;Basel;Switzerland;FALSE;1372;0;0;0
05.06.66;Hungary;Switzerland;3;1;Friendly;Budapest;Hungary;FALSE;1376;0;0;0
19.06.66;Switzerland;Mexico;1;1;Friendly;Lausanne;Switzerland;FALSE;1378;0;0;0
12.07.66;Germany;Switzerland;5;0;FIFA World Cup;Sheffield;England;TRUE;1383;0;0;0
15.07.66;Spain;Switzerland;2;1;FIFA World Cup;Sheffield;England;TRUE;1386;0;0;0
19.07.66;Argentina;Switzerland;2;0;FIFA World Cup;Sheffield;England;TRUE;1388;0;0;0
22.10.66;Belgium;Switzerland;1;0;Friendly;Bruges;Belgium;FALSE;1389;0;0;0
02.11.66;Romania;Switzerland;4;2;UEFA Euro qualification;Bucharest;Romania;FALSE;1395;0;0;0
05.01.67;Mexico;Switzerland;3;0;Friendly;Mexico City;Mexico;FALSE;1398;0;0;0
08.01.67;Mexico;Switzerland;0;2;Friendly;Guadalajara;Mexico;FALSE;1400;0;0;0
03.05.67;Switzerland;Czechoslovakia;1;2;Friendly;Basel;Switzerland;FALSE;1403;0;0;0
24.05.67;Switzerland;Romania;7;1;UEFA Euro qualification;Zurich;Switzerland;FALSE;1411;0;0;0
01.10.67;Russia;Switzerland;2;2;Friendly;Moscow;Soviet Union;FALSE;1415;0;0;0
08.11.67;Switzerland;Cyprus;5;0;UEFA Euro qualification;Lugano;Switzerland;FALSE;1420;0;0;0
18.11.67;Switzerland;Italy;2;2;UEFA Euro qualification;Berne;Switzerland;FALSE;1424;0;0;0
23.12.67;Italy;Switzerland;4;0;UEFA Euro qualification;Cagliari;Italy;FALSE;1428;0;0;0
14.02.68;Israel;Switzerland;2;1;Friendly;Jaffa;Israel;FALSE;1431;0;0;0
17.02.68;Cyprus;Switzerland;2;1;UEFA Euro qualification;Nicosia;Cyprus;FALSE;1434;0;0;0
17.04.68;Switzerland;Germany;0;0;Friendly;Basel;Switzerland;FALSE;1434;0;0;0
22.09.68;Switzerland;Austria;1;0;Friendly;Berne;Switzerland;FALSE;1435;0;0;0
12.10.68;Switzerland;Greece;1;0;FIFA World Cup qualification;Basel;Switzerland;FALSE;1436;0;0;0
23.11.68;Romania;Switzerland;2;0;FIFA World Cup qualification;Bucharest;Romania;FALSE;1438;0;0;0
26.03.69;Spain;Switzerland;1;0;Friendly;Valencia;Spain;FALSE;1439;0;0;0
16.04.69;Portugal;Switzerland;0;2;FIFA World Cup qualification;Lisbon;Portugal;FALSE;1441;0;0;0
14.05.69;Switzerland;Romania;0;1;FIFA World Cup qualification;Lausanne;Switzerland;FALSE;1442;0;0;0
24.09.69;Turkey;Switzerland;3;0;Friendly;Istanbul;Turkey;FALSE;1445;0;0;0
15.10.69;Greece;Switzerland;4;1;FIFA World Cup qualification;Salonica;Greece;FALSE;1450;0;0;0
02.11.69;Switzerland;Portugal;1;1;FIFA World Cup qualification;Berne;Switzerland;FALSE;1452;0;0;0
22.04.70;Switzerland;Spain;0;1;Friendly;Lausanne;Switzerland;FALSE;1453;0;0;0
03.05.70;Switzerland;France;2;1;Friendly;Basel;Switzerland;FALSE;1456;0;0;0
17.10.70;Switzerland;Italy;1;1;Friendly;Berne;Switzerland;FALSE;1458;0;0;0
15.11.70;Switzerland;Hungary;0;1;Friendly;Basel;Switzerland;FALSE;1459;0;0;0
16.12.70;Greece;Switzerland;0;1;UEFA Euro qualification;Piraeus;Greece;FALSE;1460;0;0;0
20.12.70;Malta;Switzerland;1;2;UEFA Euro qualification;Gżira;Malta;FALSE;1463;0;0;0
21.04.71;Switzerland;Malta;5;0;UEFA Euro qualification;Lucerne;Switzerland;FALSE;1468;0;0;0
05.05.71;Switzerland;Poland;2;4;Friendly;Lausanne;Switzerland;FALSE;1474;0;0;0
12.05.71;Switzerland;Greece;1;0;UEFA Euro qualification;Berne;Switzerland;FALSE;1475;0;0;0
26.09.71;Switzerland;Turkey;4;0;Friendly;Zurich;Switzerland;FALSE;1479;0;0;0
13.10.71;Switzerland;England;2;3;UEFA Euro qualification;Basel;Switzerland;FALSE;1484;0;0;0
10.11.71;England;Switzerland;1;1;UEFA Euro qualification;London;England;FALSE;1486;0;0;0
26.04.72;Switzerland;Sweden;1;1;Friendly;Geneva;Switzerland;FALSE;1488;0;0;0
10.05.72;Poland;Switzerland;0;0;Friendly;Poznań;Poland;FALSE;1488;0;0;0
04.10.72;Denmark;Switzerland;1;1;Friendly;Copenhagen;Denmark;FALSE;1490;0;0;0
21.10.72;Switzerland;Italy;0;0;FIFA World Cup qualification;Berne;Switzerland;FALSE;1490;0;0;0
15.11.72;Germany;Switzerland;5;1;Friendly;Dusseldorf;Germany;FALSE;1496;0;0;0
08.04.73;Luxembourg;Switzerland;0;1;FIFA World Cup qualification;Luxembourg;Luxembourg;FALSE;1497;0;0;0
09.05.73;Switzerland;Turkey;0;0;FIFA World Cup qualification;Basel;Switzerland;FALSE;1497;0;0;0
22.06.73;Switzerland;Scotland;1;0;Friendly;Berne;Switzerland;FALSE;1498;0;0;0
26.09.73;Switzerland;Luxembourg;1;0;FIFA World Cup qualification;Lucerne;Switzerland;FALSE;1499;0;0;0
20.10.73;Italy;Switzerland;2;0;FIFA World Cup qualification;Rome;Italy;FALSE;1501;0;0;0
18.11.73;Turkey;Switzerland;2;0;FIFA World Cup qualification;Izmir;Turkey;FALSE;1503;0;0;0
01.05.74;Switzerland;Belgium;0;1;Friendly;Geneva;Switzerland;FALSE;1504;0;0;0
09.06.74;Sweden;Switzerland;0;0;Friendly;Malmö;Sweden;FALSE;1504;0;0;0
04.09.74;Switzerland;Germany;1;2;Friendly;Basel;Switzerland;FALSE;1507;0;0;0
09.10.74;Netherlands;Switzerland;1;0;Friendly;Rotterdam;Netherlands;FALSE;1508;0;0;0
13.11.74;Switzerland;Portugal;3;0;Friendly;Berne;Switzerland;FALSE;1511;0;0;0
01.12.74;Turkey;Switzerland;2;1;UEFA Euro qualification;Izmir;Turkey;FALSE;1514;0;0;0
04.12.74;Hungary;Switzerland;1;0;Friendly;Szolnok;Hungary;FALSE;1515;0;0;0
30.04.75;Switzerland;Turkey;1;1;UEFA Euro qualification;Basel;Switzerland;FALSE;1517;0;0;0
10.05.75;Republic of Ireland;Switzerland;2;1;UEFA Euro qualification;Dublin;Republic of Ireland;FALSE;1520;0;0;0
21.05.75;Switzerland;Republic of Ireland;1;0;UEFA Euro qualification;Berne;Switzerland;FALSE;1521;0;0;0
03.09.75;Switzerland;England;1;2;Friendly;Basel;Switzerland;FALSE;1524;0;0;0
24.09.75;Czechoslovakia;Switzerland;1;1;Friendly;Brno;Czechoslovakia;FALSE;1526;0;0;0
12.10.75;Switzerland;Russia;0;1;UEFA Euro qualification;Zurich;Switzerland;FALSE;1527;0;0;0
12.11.75;Russia;Switzerland;4;1;UEFA Euro qualification;Kyiv;Soviet Union;FALSE;1532;0;0;0
07.04.76;Scotland;Switzerland;1;0;Friendly;Glasgow;Scotland;FALSE;1533;0;0;0
30.04.76;Switzerland;Hungary;0;1;Friendly;Lausanne;Switzerland;FALSE;1534;0;0;0
11.05.76;Switzerland;Poland;2;1;Friendly;Basel;Switzerland;FALSE;1537;0;0;0
19.05.76;Finland;Switzerland;1;0;Friendly;Kuopio;Finland;FALSE;1538;0;0;0
17.08.76;Switzerland;Bulgaria;2;2;Friendly;Lucerne;Switzerland;FALSE;1542;0;0;0
08.09.76;Norway;Switzerland;1;0;FIFA World Cup qualification;Oslo;Norway;FALSE;1543;0;0;0
22.09.76;Austria;Switzerland;3;1;Friendly;Linz;Austria;FALSE;1547;0;0;0
09.10.76;Switzerland;Sweden;1;2;FIFA World Cup qualification;Basel;Switzerland;FALSE;1550;0;0;0
30.03.77;Portugal;Switzerland;1;0;Friendly;Funchal;Portugal;FALSE;1551;0;0;0
23.04.77;Switzerland;France;0;4;Friendly;Geneva;Switzerland;FALSE;1555;0;0;0
24.05.77;Switzerland;Czechoslovakia;1;0;Friendly;Basel;Switzerland;FALSE;1556;0;0;0
08.06.77;Sweden;Switzerland;2;1;FIFA World Cup qualification;Solna;Sweden;FALSE;1559;0;0;0
07.09.77;England;Switzerland;0;0;Friendly;London;England;FALSE;1559;0;0;0
21.09.77;Switzerland;Spain;1;2;Friendly;Berne;Switzerland;FALSE;1562;0;0;0
05.10.77;Switzerland;Finland;2;0;Friendly;Zurich;Switzerland;FALSE;1564;0;0;0
30.10.77;Switzerland;Norway;1;0;FIFA World Cup qualification;Berne;Switzerland;FALSE;1565;0;0;0
16.11.77;Germany;Switzerland;4;1;Friendly;Stuttgart;Germany;FALSE;1570;0;0;0
08.03.78;German DR;Switzerland;3;1;Friendly;Karl-Marx-Stadt;German DR;FALSE;1574;0;0;0
04.04.78;Switzerland;Austria;0;1;Friendly;Basel;Switzerland;FALSE;1575;0;0;0
06.09.78;Switzerland;United States;2;0;Friendly;Lucerne;Switzerland;FALSE;1577;0;0;0
11.10.78;Switzerland;Netherlands;1;3;UEFA Euro qualification;Berne;Switzerland;FALSE;1581;0;0;0
15.11.78;Poland;Switzerland;2;0;UEFA Euro qualification;Wrocław;Poland;FALSE;1583;0;0;0
28.03.79;Netherlands;Switzerland;3;0;UEFA Euro qualification;Eindhoven;Netherlands;FALSE;1586;0;0;0
05.05.79;Switzerland;German DR;0;2;UEFA Euro qualification;St. Gallen;Switzerland;FALSE;1588;0;0;0
22.05.79;Switzerland;Iceland;2;0;UEFA Euro qualification;Berne;Switzerland;FALSE;1590;0;0;0
09.06.79;Iceland;Switzerland;1;2;UEFA Euro qualification;Reykjavík;Iceland;FALSE;1593;0;0;0
12.09.79;Switzerland;Poland;0;2;UEFA Euro qualification;Lausanne;Switzerland;FALSE;1595;0;0;0
13.10.79;German DR;Switzerland;5;2;UEFA Euro qualification;Berlin;German DR;FALSE;1602;0;0;0
17.11.79;Italy;Switzerland;2;0;Friendly;Udine;Italy;FALSE;1604;0;0;0
26.03.80;Switzerland;Czechoslovakia;2;0;Friendly;Basel;Switzerland;FALSE;1606;0;0;0
01.04.80;Switzerland;Greece;2;0;Friendly;Zurich;Switzerland;FALSE;1608;0;0;0
30.04.80;Republic of Ireland;Switzerland;2;0;Friendly;Dublin;Republic of Ireland;FALSE;1610;0;0;0
27.08.80;Switzerland;Denmark;1;1;Friendly;Lausanne;Switzerland;FALSE;1612;0;0;0
10.09.80;Switzerland;Germany;2;3;Friendly;Berne;Switzerland;FALSE;1617;0;0;0
29.10.80;Switzerland;Norway;1;2;FIFA World Cup qualification;Berne;Switzerland;FALSE;1620;0;0;0
19.11.80;England;Switzerland;2;1;FIFA World Cup qualification;London;England;FALSE;1623;0;0;0
16.12.80;Argentina;Switzerland;5;0;Friendly;Córdoba;Argentina;FALSE;1628;0;0;0
18.12.80;Uruguay;Switzerland;4;0;Friendly;Montevideo;Uruguay;FALSE;1632;0;0;0
21.12.80;Brazil;Switzerland;2;0;Friendly;Cuiabá;Brazil;FALSE;1634;0;0;0
24.03.81;Czechoslovakia;Switzerland;0;1;Friendly;Bratislava;Czechoslovakia;FALSE;1635;0;0;0
28.04.81;Switzerland;Hungary;2;2;FIFA World Cup qualification;Lucerne;Switzerland;FALSE;1639;0;0;0
30.05.81;Switzerland;England;2;1;FIFA World Cup qualification;Basel;Switzerland;FALSE;1642;0;0;0
17.06.81;Norway;Switzerland;1;1;FIFA World Cup qualification;Oslo;Norway;FALSE;1644;0;0;0
01.09.81;Switzerland;Netherlands;2;1;Friendly;Zurich;Switzerland;FALSE;1647;0;0;0
10.10.81;Romania;Switzerland;1;2;FIFA World Cup qualification;Bucharest;Romania;FALSE;1650;0;0;0
14.10.81;Hungary;Switzerland;3;0;FIFA World Cup qualification;Budapest;Hungary;FALSE;1653;0;0;0
11.11.81;Switzerland;Romania;0;0;FIFA World Cup qualification;Berne;Switzerland;FALSE;1653;0;0;0
09.03.82;Liechtenstein;Switzerland;0;1;Friendly;Balzers;Liechtenstein;FALSE;1654;0;0;0
24.03.82;Switzerland;Portugal;2;1;Friendly;Lugano;Switzerland;FALSE;1657;0;0;0
28.04.82;Spain;Switzerland;2;0;Friendly;Valencia;Spain;FALSE;1659;0;0;0
19.05.82;Brazil;Switzerland;1;1;Friendly;Recife;Brazil;FALSE;1661;0;0;0
28.05.82;Switzerland;Italy;1;1;Friendly;Geneva;Switzerland;FALSE;1663;0;0;0
07.09.82;Switzerland;Bulgaria;3;2;Friendly;St. Gallen;Switzerland;FALSE;1668;0;0;0
06.10.82;Belgium;Switzerland;3;0;UEFA Euro qualification;Brussels;Belgium;FALSE;1671;0;0;0
27.10.82;Italy;Switzerland;0;1;Friendly;Rome;Italy;FALSE;1672;0;0;0
17.11.82;Switzerland;Scotland;2;0;UEFA Euro qualification;Berne;Switzerland;FALSE;1674;0;0;0
01.12.82;Greece;Switzerland;1;3;Friendly;Athens;Greece;FALSE;1678;0;0;0
30.03.83;Scotland;Switzerland;2;2;UEFA Euro qualification;Glasgow;Scotland;FALSE;1682;0;0;0
13.04.83;Switzerland;Russia;0;1;Friendly;Lausanne;Switzerland;FALSE;1683;0;0;0
14.05.83;Switzerland;German DR;0;0;UEFA Euro qualification;Berne;Switzerland;FALSE;1683;0;0;0
17.06.83;Switzerland;Brazil;1;2;Friendly;Basel;Switzerland;FALSE;1686;0;0;0
07.09.83;Switzerland;Czechoslovakia;0;0;Friendly;Neuchâtel;Switzerland;FALSE;1686;0;0;0
12.10.83;German DR;Switzerland;3;0;UEFA Euro qualification;Berlin;German DR;FALSE;1689;0;0;0
09.11.83;Switzerland;Belgium;3;1;UEFA Euro qualification;Berne;Switzerland;FALSE;1695;0;0;0
30.11.83;Algeria;Switzerland;1;2;Friendly;Algiers;Algeria;FALSE;1698;0;0;0
04.12.83;Zimbabwe;Switzerland;3;2;Friendly;Harare;Zimbabwe;FALSE;1704;0;0;0
06.12.83;Kenya;Switzerland;0;0;Friendly;Mombasa;Kenya;FALSE;1704;0;0;0
27.03.84;Switzerland;Poland;1;1;Friendly;Zurich;Switzerland;FALSE;1706;0;0;0
02.05.84;Switzerland;Sweden;0;0;Friendly;Berne;Switzerland;FALSE;1706;0;0;0
26.05.84;Switzerland;Spain;0;4;Friendly;Geneva;Switzerland;FALSE;1711;0;0;0
22.08.84;Hungary;Switzerland;3;0;Friendly;Budapest;Hungary;FALSE;1714;0;0;0
01.09.84;Switzerland;Argentina;0;2;Friendly;Berne;Switzerland;FALSE;1716;0;0;0
12.09.84;Norway;Switzerland;0;1;FIFA World Cup qualification;Oslo;Norway;FALSE;1717;0;0;0
17.10.84;Switzerland;Denmark;1;0;FIFA World Cup qualification;Berne;Switzerland;FALSE;1718;0;0;0
03.11.84;Switzerland;Italy;1;1;Friendly;Lausanne;Switzerland;FALSE;1720;0;0;0
01.02.85;Colombia;Switzerland;2;2;Friendly;Bogotá;Colombia;FALSE;1724;0;0;0
05.02.85;Bulgaria;Switzerland;1;0;Friendly;Querétaro;Mexico;TRUE;1725;0;0;0
06.02.85;Mexico;Switzerland;1;2;Friendly;Querétaro;Mexico;FALSE;1728;0;0;0
08.02.85;United States;Switzerland;1;1;Friendly;Tampa;United States;FALSE;1730;0;0;0
27.03.85;Switzerland;Czechoslovakia;2;0;Friendly;Sion;Switzerland;FALSE;1732;0;0;0
17.04.85;Switzerland;Russia;2;2;FIFA World Cup qualification;Berne;Switzerland;FALSE;1736;0;0;0
02.05.85;Russia;Switzerland;4;0;FIFA World Cup qualification;Moscow;Soviet Union;TRUE;1740;0;0;0
02.06.85;Republic of Ireland;Switzerland;3;0;FIFA World Cup qualification;Dublin;Republic of Ireland;FALSE;1743;0;0;0
28.08.85;Switzerland;Turkey;0;0;Friendly;St. Gallen;Switzerland;FALSE;1743;0;0;0
11.09.85;Switzerland;Republic of Ireland;0;0;FIFA World Cup qualification;Berne;Switzerland;FALSE;1743;0;0;0
09.10.85;Denmark;Switzerland;0;0;FIFA World Cup qualification;Copenhagen;Denmark;FALSE;1743;0;0;0
13.11.85;Switzerland;Norway;1;1;FIFA World Cup qualification;Lucerne;Switzerland;FALSE;1745;0;0;0
12.03.86;Turkey;Switzerland;1;0;Friendly;Adana;Turkey;FALSE;1746;0;0;0
09.04.86;Switzerland;Germany;0;1;Friendly;Basel;Switzerland;FALSE;1747;0;0;0
06.05.86;Switzerland;Algeria;2;0;Friendly;Geneva;Switzerland;FALSE;1749;0;0;0
19.08.86;Switzerland;France;2;0;Friendly;Lausanne;Switzerland;FALSE;1751;0;0;0
27.08.86;Austria;Switzerland;1;1;Friendly;Innsbruck;Austria;FALSE;1753;0;0;0
24.09.86;Sweden;Switzerland;2;0;UEFA Euro qualification;Solna;Sweden;FALSE;1755;0;0;0
29.10.86;Switzerland;Portugal;1;1;UEFA Euro qualification;Berne;Switzerland;FALSE;1757;0;0;0
15.11.86;Italy;Switzerland;3;2;UEFA Euro qualification;Milan;Italy;FALSE;1762;0;0;0
25.03.87;Switzerland;Czechoslovakia;1;2;Friendly;Bellinzona;Switzerland;FALSE;1765;0;0;0
15.04.87;Switzerland;Malta;4;1;UEFA Euro qualification;Neuchâtel;Switzerland;FALSE;1770;0;0;0
19.05.87;Switzerland;Israel;1;0;Friendly;Aarau;Switzerland;FALSE;1771;0;0;0
17.06.87;Switzerland;Sweden;1;1;UEFA Euro qualification;Lausanne;Switzerland;FALSE;1777;0;0;0
18.08.87;Switzerland;Austria;2;2;Friendly;St. Gallen;Switzerland;FALSE;1781;0;0;0
17.10.87;Switzerland;Italy;0;0;UEFA Euro qualification;Berne;Switzerland;FALSE;1781;0;0;0
11.11.87;Portugal;Switzerland;0;0;UEFA Euro qualification;Porto;Portugal;FALSE;1781;0;0;0
15.11.87;Malta;Switzerland;1;1;UEFA Euro qualification;Attard;Malta;FALSE;1783;0;0;0
16.12.87;Israel;Switzerland;0;2;Friendly;Ramat-Gan;Israel;FALSE;1785;0;0;0
02.02.88;France;Switzerland;2;1;Tournoi de France;Toulouse;France;FALSE;1788;0;0;0
05.02.88;Austria;Switzerland;1;2;Tournoi de France;Monaco;Monaco;TRUE;1791;0;0;0
27.04.88;Germany;Switzerland;1;0;Friendly;Kaiserslautern;Germany;FALSE;1792;0;0;0
28.05.88;Switzerland;England;0;1;Friendly;Basel;Switzerland;FALSE;1793;0;0;0
05.06.88;Switzerland;Spain;1;1;Friendly;Basel;Switzerland;FALSE;1795;0;0;0
21.09.88;Luxembourg;Switzerland;1;4;FIFA World Cup qualification;Luxembourg;Luxembourg;FALSE;1802;0;0;0
19.10.88;Belgium;Switzerland;1;0;FIFA World Cup qualification;Brussels;Belgium;FALSE;1803;0;0;0
14.12.88;Egypt;Switzerland;1;3;Friendly;Cairo;Egypt;FALSE;1807;0;0;0
04.04.89;Hungary;Switzerland;3;0;Friendly;Budapest;Hungary;FALSE;1810;0;0;0
26.04.89;Portugal;Switzerland;3;1;FIFA World Cup qualification;Lisbon;Portugal;FALSE;1814;0;0;0
07.06.89;Switzerland;Czechoslovakia;0;1;FIFA World Cup qualification;Berne;Switzerland;FALSE;1815;0;0;0
21.06.89;Switzerland;Brazil;1;0;Friendly;Basel;Switzerland;FALSE;1816;0;0;0
20.09.89;Switzerland;Portugal;1;2;FIFA World Cup qualification;Neuchâtel;Switzerland;FALSE;1819;0;0;0
11.10.89;Switzerland;Belgium;2;2;FIFA World Cup qualification;Basel;Switzerland;FALSE;1823;0;0;0
25.10.89;Czechoslovakia;Switzerland;3;0;FIFA World Cup qualification;Prague;Czechoslovakia;FALSE;1826;0;0;0
15.11.89;Switzerland;Luxembourg;2;1;FIFA World Cup qualification;St. Gallen;Switzerland;FALSE;1829;0;0;0
13.12.89;Spain;Switzerland;2;1;Friendly;Santa Cruz de Tenerife;Spain;FALSE;1832;0;0;0
31.03.90;Switzerland;Italy;0;1;Friendly;Basel;Switzerland;FALSE;1833;0;0;0
03.04.90;Switzerland;Romania;2;1;Friendly;Lucerne;Switzerland;FALSE;1836;0;0;0
08.05.90;Switzerland;Argentina;1;1;Friendly;Berne;Switzerland;FALSE;1838;0;0;0
02.06.90;Switzerland;United States;2;1;Friendly;St. Gallen;Switzerland;FALSE;1841;0;0;0
21.08.90;Austria;Switzerland;1;3;Friendly;Vienna;Austria;FALSE;1845;0;0;0
12.09.90;Switzerland;Bulgaria;2;0;UEFA Euro qualification;Geneva;Switzerland;FALSE;1847;0;0;0
17.10.90;Scotland;Switzerland;2;1;UEFA Euro qualification;Glasgow;Scotland;FALSE;1850;0;0;0
14.11.90;San Marino;Switzerland;0;4;UEFA Euro qualification;Serravalle;San Marino;FALSE;1854;0;0;0
19.12.90;Germany;Switzerland;4;0;Friendly;Stuttgart;Germany;FALSE;1858;0;0;0
01.02.91;United States;Switzerland;0;1;Friendly;Miami;United States;FALSE;1859;0;0;0
03.02.91;Colombia;Switzerland;2;3;Friendly;Miami;United States;TRUE;1864;0;0;0
12.03.91;Liechtenstein;Switzerland;0;6;Friendly;Balzers;Liechtenstein;FALSE;1870;0;0;0
03.04.91;Switzerland;Romania;0;0;UEFA Euro qualification;Neuchâtel;Switzerland;FALSE;1870;0;0;0
01.05.91;Bulgaria;Switzerland;2;3;UEFA Euro qualification;Sofia;Bulgaria;FALSE;1875;0;0;0
05.06.91;Switzerland;San Marino;7;0;UEFA Euro qualification;St. Gallen;Switzerland;FALSE;1882;0;0;0
21.08.91;Czechoslovakia;Switzerland;1;1;Friendly;Prague;Czechoslovakia;FALSE;1884;0;0;0
11.09.91;Switzerland;Scotland;2;2;UEFA Euro qualification;Berne;Switzerland;FALSE;1888;0;0;0
09.10.91;Switzerland;Sweden;3;1;Friendly;Lucerne;Switzerland;FALSE;1892;0;0;0
13.11.91;Romania;Switzerland;1;0;UEFA Euro qualification;Bucharest;Romania;FALSE;1893;0;0;0
25.03.92;Republic of Ireland;Switzerland;2;1;Friendly;Dublin;Republic of Ireland;FALSE;1896;0;0;0
28.04.92;Switzerland;Bulgaria;0;2;Friendly;Berne;Switzerland;FALSE;1898;0;0;0
27.05.92;Switzerland;France;2;1;Friendly;Lausanne;Switzerland;FALSE;1901;0;0;0
16.08.92;Estonia;Switzerland;0;6;FIFA World Cup qualification;Tallinn;Estonia;FALSE;1907;0;0;0
09.09.92;Switzerland;Scotland;3;1;FIFA World Cup qualification;Berne;Switzerland;FALSE;1911;0;0;0
14.10.92;Italy;Switzerland;2;2;FIFA World Cup qualification;Cagliari;Italy;FALSE;1915;0;0;0
18.11.92;Switzerland;Malta;3;0;FIFA World Cup qualification;Berne;Switzerland;FALSE;1918;0;0;0
17.03.93;Tunisia;Switzerland;0;1;Friendly;Tunis;Tunisia;FALSE;1919;0;0;0
31.03.93;Switzerland;Portugal;1;1;FIFA World Cup qualification;Berne;Switzerland;FALSE;1921;0;0;0
17.04.93;Malta;Switzerland;0;2;FIFA World Cup qualification;Attard;Malta;FALSE;1923;0;0;0
01.05.93;Switzerland;Italy;1;0;FIFA World Cup qualification;Berne;Switzerland;FALSE;1924;0;0;0
11.08.93;Sweden;Switzerland;1;2;Friendly;Borås;Sweden;FALSE;1927;0;0;0
08.09.93;Scotland;Switzerland;1;1;FIFA World Cup qualification;Aberdeen;Scotland;FALSE;1929;0;0;0
13.10.93;Portugal;Switzerland;1;0;FIFA World Cup qualification;Porto;Portugal;FALSE;1930;0;0;0
17.11.93;Switzerland;Estonia;4;0;FIFA World Cup qualification;Zurich;Switzerland;FALSE;1934;0;0;0
22.01.94;United States;Switzerland;1;1;Friendly;Fullerton;United States;FALSE;1936;0;0;0
26.01.94;Mexico;Switzerland;1;5;Friendly;Oakland;United States;TRUE;1942;0;0;0
09.03.94;Hungary;Switzerland;1;2;Friendly;Budapest;Hungary;FALSE;1945;0;0;0
20.04.94;Switzerland;Czech Republic;3;0;Friendly;Zurich;Switzerland;FALSE;1948;0;0;0
27.05.94;Switzerland;Liechtenstein;2;0;Friendly;Basel;Switzerland;FALSE;1950;0;0;0
03.06.94;Italy;Switzerland;1;0;Friendly;Rome;Italy;FALSE;1951;0;0;0
11.06.94;Bolivia;Switzerland;0;0;Friendly;Montréal;Canada;TRUE;1951;0;0;0
18.06.94;United States;Switzerland;1;1;FIFA World Cup;Pontiac;United States;FALSE;1953;0;0;0
22.06.94;Romania;Switzerland;1;4;FIFA World Cup;Pontiac;United States;TRUE;1958;0;0;0
26.06.94;Switzerland;Colombia;0;2;FIFA World Cup;Palo Alto;United States;TRUE;1960;0;0;0
02.07.94;Spain;Switzerland;3;0;FIFA World Cup;Washington;United States;TRUE;1963;0;0;0
06.09.94;Switzerland;United Arab Emirates;1;0;Friendly;Sion;Switzerland;FALSE;1964;0;0;0
12.10.94;Switzerland;Sweden;4;2;UEFA Euro qualification;Berne;Switzerland;FALSE;1970;0;0;0
16.11.94;Switzerland;Iceland;1;0;UEFA Euro qualification;Lausanne;Switzerland;FALSE;1971;0;0;0
14.12.94;Turkey;Switzerland;1;2;UEFA Euro qualification;Istanbul;Turkey;FALSE;1974;0;0;0
08.03.95;Greece;Switzerland;1;1;Friendly;Athens;Greece;FALSE;1976;0;0;0
29.03.95;Hungary;Switzerland;2;2;UEFA Euro qualification;Budapest;Hungary;FALSE;1980;0;0;0
26.04.95;Switzerland;Turkey;1;2;UEFA Euro qualification;Berne;Switzerland;FALSE;1983;0;0;0
19.06.95;Switzerland;Italy;0;1;Friendly;Lausanne;Switzerland;FALSE;1984;0;0;0
23.06.95;Switzerland;Germany;1;2;Friendly;Berne;Switzerland;FALSE;1989;0;0;0
16.08.95;Iceland;Switzerland;0;2;UEFA Euro qualification;Reykjavík;Iceland;FALSE;1991;0;0;0
06.09.95;Sweden;Switzerland;0;0;UEFA Euro qualification;Gothenburg;Sweden;FALSE;1991;0;0;0
