date,id,home_team,away_team,home_score,away_score,tournament,city,country,neutral,goals,victory,defeat,egality
2010-10-12,,Switzerland,Wales,4,1,UEFA Euro qualification,Basel,Switzerland,FALSE,2474,0,0,0
2010-11-17,,Switzerland,Ukraine,2,2,Friendly,Geneva,Switzerland,FALSE,2478,0,0,0
2011-02-09,,Argentina,Portugal,2,1,Friendly,Geneva,Switzerland,TRUE,2481,0,0,0
2011-02-09,,Malta,Switzerland,0,0,Friendly,Attard,Malta,FALSE,2481,0,0,0
2011-03-26,,Bulgaria,Switzerland,0,0,UEFA Euro qualification,Sofia,Bulgaria,FALSE,2481,0,0,0
2011-06-04,,England,Switzerland,2,2,UEFA Euro qualification,London,England,FALSE,2485,0,0,0
2011-08-10,,Israel,Ivory Coast,3,4,Friendly,Geneva,Switzerland,TRUE,2492,0,0,0
2011-08-10,,Liechtenstein,Switzerland,1,2,Friendly,Vaduz,Liechtenstein,FALSE,2495,0,0,0
2011-09-02,,Spain,Chile,3,2,Friendly,St. Gallen,Switzerland,TRUE,2500,0,0,0
2011-09-06,,Switzerland,Bulgaria,3,1,UEFA Euro qualification,Basel,Switzerland,FALSE,2504,0,0,0
2011-10-07,,Wales,Switzerland,2,0,UEFA Euro qualification,Swansea,Wales,FALSE,2506,0,0,0
2011-10-11,,Switzerland,Montenegro,2,0,UEFA Euro qualification,Basel,Switzerland,FALSE,2508,0,0,0
2011-11-11,,Netherlands,Switzerland,0,0,Friendly,Amsterdam,Netherlands,FALSE,2508,0,0,0
2011-11-15,,Luxembourg,Switzerland,0,1,Friendly,Luxembourg,Luxembourg,FALSE,2509,0,0,0
2012-02-28,,Bosnia and Herzegovina,Brazil,1,2,Friendly,St. Gallen,Switzerland,TRUE,2512,0,0,0
2012-02-29,,Switzerland,Argentina,1,3,Friendly,Berne,Switzerland,FALSE,2516,0,0,0
2012-05-26,,Spain,Serbia,2,0,Friendly,St. Gallen,Switzerland,TRUE,2518,0,0,0
2012-05-26,,Switzerland,Germany,5,3,Friendly,Basel,Switzerland,FALSE,2526,0,0,0
2012-05-29,,Lithuania,Russia,0,0,Friendly,Nyon,Switzerland,TRUE,2526,0,0,0
2012-05-30,,Spain,South Korea,4,1,Friendly,Berne,Switzerland,TRUE,2531,0,0,0
2012-05-30,,Switzerland,Romania,0,1,Friendly,Lucerne,Switzerland,FALSE,2532,0,0,0
2012-06-01,,Italy,Russia,0,3,Friendly,Zürich,Switzerland,TRUE,2535,0,0,0
2012-08-15,,Croatia,Switzerland,2,4,Friendly,Split,Croatia,FALSE,2541,0,0,0
2012-08-15,,England,Italy,2,1,Friendly,Berne,Switzerland,TRUE,2544,0,0,0
2012-09-07,,Slovenia,Switzerland,0,2,FIFA World Cup qualification,Ljubljana,Slovenia,FALSE,2546,0,0,0
2012-09-11,,Switzerland,Albania,2,0,FIFA World Cup qualification,Lucerne,Switzerland,FALSE,2548,0,0,0
2012-10-12,,Switzerland,Norway,1,1,FIFA World Cup qualification,Berne,Switzerland,FALSE,2550,0,0,0
2012-10-16,,Iceland,Switzerland,0,2,FIFA World Cup qualification,Reykjavík,Iceland,FALSE,2552,0,0,0
2012-11-14,,Albania,Cameroon,0,0,Friendly,Geneva,Switzerland,TRUE,2552,0,0,0
2012-11-14,,Serbia,Chile,3,1,Friendly,St. Gallen,Switzerland,TRUE,2556,0,0,0
2012-11-14,,Tunisia,Switzerland,1,2,Friendly,Sousse,Tunisia,FALSE,2559,0,0,0
2013-02-06,,Greece,Switzerland,0,0,Friendly,Piraeus,Greece,FALSE,2559,0,0,0
2013-03-21,,Italy,Brazil,2,2,Friendly,Geneva,Switzerland,TRUE,2563,0,0,0
2013-03-23,,Cyprus,Switzerland,0,0,FIFA World Cup qualification,Nicosia,Cyprus,FALSE,2563,0,0,0
2013-06-08,,Switzerland,Cyprus,1,0,FIFA World Cup qualification,Geneva,Switzerland,FALSE,2564,0,0,0
2013-06-10,,Croatia,Portugal,0,1,Friendly,Geneva,Switzerland,TRUE,2565,0,0,0
2013-08-14,,Switzerland,Brazil,1,0,Friendly,Basel,Switzerland,FALSE,2566,0,0,0
2013-09-06,,Switzerland,Iceland,4,4,FIFA World Cup qualification,Berne,Switzerland,FALSE,2574,0,0,0
2013-09-10,,Norway,Switzerland,0,2,FIFA World Cup qualification,Oslo,Norway,FALSE,2576,0,0,0
2013-09-10,,Spain,Chile,2,2,Friendly,Geneva,Switzerland,TRUE,2580,0,0,0
2013-10-11,,Albania,Switzerland,1,2,FIFA World Cup qualification,Tirana,Albania,FALSE,2583,0,0,0
2013-10-15,,Switzerland,Slovenia,1,0,FIFA World Cup qualification,Berne,Switzerland,FALSE,2584,0,0,0
2013-11-15,,South Korea,Switzerland,2,1,Friendly,Seoul,South Korea,FALSE,2587,0,0,0
2014-03-05,,Switzerland,Croatia,2,2,Friendly,St. Gallen,Switzerland,FALSE,2591,0,0,0
2014-05-25,,Kosovo,Senegal,1,3,Friendly,Lancy,Switzerland,TRUE,2595,0,0,0
2014-05-27,,Armenia,United Arab Emirates,4,3,Friendly,Carouge,Switzerland,TRUE,2602,0,0,0
2014-05-30,,Switzerland,Jamaica,1,0,Friendly,Lucerne,Switzerland,FALSE,2603,0,0,0
2014-05-31,,Albania,Romania,0,1,Friendly,Yverdon-les-Bains,Switzerland,TRUE,2604,0,0,0
2014-05-31,,Armenia,Algeria,1,3,Friendly,Sion,Switzerland,TRUE,2608,0,0,0
2014-06-03,,Georgia,United Arab Emirates,0,1,Friendly,Meyrin,Switzerland,TRUE,2609,0,0,0
2014-06-03,,Switzerland,Peru,2,0,Friendly,Lucerne,Switzerland,FALSE,2611,0,0,0
2014-06-04,,Romania,Algeria,1,2,Friendly,Lancy,Switzerland,TRUE,2614,0,0,0
2014-06-15,,Switzerland,Ecuador,2,1,FIFA World Cup,Brasília,Brazil,TRUE,2617,0,0,0
2014-06-20,,Switzerland,France,2,5,FIFA World Cup,Salvador,Brazil,TRUE,2624,0,0,0
2014-06-25,,Honduras,Switzerland,0,3,FIFA World Cup,Manaus,Brazil,TRUE,2627,0,0,0
2014-07-01,,Argentina,Switzerland,1,0,FIFA World Cup,São Paulo,Brazil,TRUE,2628,0,0,0
2014-09-08,,Switzerland,England,0,2,UEFA Euro qualification,Basel,Switzerland,FALSE,2630,0,0,0
2014-10-09,,Slovenia,Switzerland,1,0,UEFA Euro qualification,Maribor,Slovenia,FALSE,2631,0,0,0
2014-10-14,,San Marino,Switzerland,0,4,UEFA Euro qualification,Serravalle,San Marino,FALSE,2635,0,0,0
2014-11-15,,Switzerland,Lithuania,4,0,UEFA Euro qualification,St. Gallen,Switzerland,FALSE,2639,0,0,0
2015-03-27,,Switzerland,Estonia,3,0,UEFA Euro qualification,Lucerne,Switzerland,FALSE,2642,0,0,0
2015-03-31,,Switzerland,United States,1,1,Friendly,Zürich,Switzerland,FALSE,2644,0,0,0
2015-06-10,,Switzerland,Liechtenstein,3,0,Friendly,Thun,Switzerland,FALSE,2647,0,0,0
2015-06-14,,Lithuania,Switzerland,1,2,UEFA Euro qualification,Vilnius,Lithuania,FALSE,2650,0,0,0
2015-06-16,,Italy,Portugal,0,1,Friendly,Geneva,Switzerland,TRUE,2651,0,0,0
2015-09-05,,Switzerland,Slovenia,3,2,UEFA Euro qualification,Basel,Switzerland,FALSE,2656,0,0,0
2015-09-08,,England,Switzerland,2,0,UEFA Euro qualification,London,England,FALSE,2658,0,0,0
2015-10-09,,Switzerland,San Marino,7,0,UEFA Euro qualification,St. Gallen,Switzerland,FALSE,2665,0,0,0
2015-10-12,,Estonia,Switzerland,0,1,UEFA Euro qualification,Tallinn,Estonia,FALSE,2666,0,0,0
2015-11-13,,Slovakia,Switzerland,3,2,Friendly,Trnava,Slovakia,FALSE,2671,0,0,0
2015-11-17,,Austria,Switzerland,1,2,Friendly,Vienna,Austria,FALSE,2674,0,0,0
2016-03-25,,Republic of Ireland,Switzerland,1,0,Friendly,Dublin,Republic of Ireland,FALSE,2675,0,0,0
2016-03-29,,Switzerland,Bosnia and Herzegovina,0,2,Friendly,Zürich,Switzerland,FALSE,2677,0,0,0
2016-05-28,,Switzerland,Belgium,1,2,Friendly,Geneva,Switzerland,FALSE,2680,0,0,0
2016-05-29,,Bosnia and Herzegovina,Spain,1,3,Friendly,St. Gallen,Switzerland,TRUE,2684,0,0,0
2016-06-03,,Switzerland,Moldova,2,1,Friendly,Lugano,Switzerland,FALSE,2687,0,0,0
2016-06-11,,Albania,Switzerland,0,1,UEFA Euro,Lens,France,TRUE,2688,0,0,0
2016-06-15,,Romania,Switzerland,1,1,UEFA Euro,Paris,France,TRUE,2690,0,0,0
2016-06-19,,France,Switzerland,0,0,UEFA Euro,Villeneuve-d'Ascq,France,FALSE,2690,0,0,0
2016-06-25,,Switzerland,Poland,1,1,UEFA Euro,Saint-Étienne,France,TRUE,2692,0,0,0
2016-08-18,,Jordan,Qatar,2,3,Friendly,Lucerne,Switzerland,TRUE,2697,0,0,0
2016-09-06,,Switzerland,Portugal,2,0,FIFA World Cup qualification,Basel,Switzerland,FALSE,2699,0,0,0
2016-10-07,,Hungary,Switzerland,2,3,FIFA World Cup qualification,Budapest,Hungary,FALSE,2704,0,0,0
2016-10-10,,Andorra,Switzerland,1,2,FIFA World Cup qualification,Sant Julià de Lòria,Andorra,FALSE,2707,0,0,0
2016-11-13,,Switzerland,Faroe Islands,2,0,FIFA World Cup qualification,Lucerne,Switzerland,FALSE,2709,0,0,0
2017-03-25,,Switzerland,Latvia,1,0,FIFA World Cup qualification,Geneva,Switzerland,FALSE,2710,0,0,0
2017-06-01,,Switzerland,Belarus,1,0,Friendly,Neuchâtel,Switzerland,FALSE,2711,0,0,0
2017-06-09,,Faroe Islands,Switzerland,0,2,FIFA World Cup qualification,Tórshavn,Faroe Islands,FALSE,2713,0,0,0
2017-08-31,,Switzerland,Andorra,3,0,FIFA World Cup qualification,St. Gallen,Switzerland,FALSE,2716,0,0,0
2017-09-03,,Latvia,Switzerland,0,3,FIFA World Cup qualification,Riga,Latvia,FALSE,2719,0,0,0
2017-10-07,,Switzerland,Hungary,5,2,FIFA World Cup qualification,Basel,Switzerland,FALSE,2726,0,0,0
2017-10-10,,South Korea,Morocco,1,3,Friendly,Biel,Switzerland,TRUE,2730,0,0,0
2017-10-10,,Portugal,Switzerland,2,0,FIFA World Cup qualification,Lisbon,Portugal,FALSE,2732,0,0,0
2017-11-09,,Northern Ireland,Switzerland,0,1,FIFA World Cup qualification,Belfast,Northern Ireland,FALSE,2733,0,0,0
2017-11-12,,Switzerland,Northern Ireland,0,0,FIFA World Cup qualification,Basel,Switzerland,FALSE,2733,0,0,0
2018-03-23,,Greece,Switzerland,0,1,Friendly,Athens,Greece,FALSE,2734,0,0,0
2018-03-23,,Portugal,Egypt,2,1,Friendly,Zürich,Switzerland,TRUE,2737,0,0,0
2018-03-26,,Portugal,Netherlands,0,3,Friendly,Geneva,Switzerland,TRUE,2740,0,0,0
2018-03-27,,Greece,Egypt,1,0,Friendly,Zürich,Switzerland,TRUE,2741,0,0,0
2018-03-27,,Switzerland,Panama,6,0,Friendly,Lucerne,Switzerland,FALSE,2747,0,0,0
2018-05-28,,Italy,Saudi Arabia,2,1,Friendly,St. Gallen,Switzerland,TRUE,2750,0,0,0
2018-05-29,,Albania,Kosovo,0,3,Friendly,Zürich,Switzerland,TRUE,2753,0,0,0
2018-05-31,,Ukraine,Morocco,0,0,Friendly,Geneva,Switzerland,TRUE,2753,0,0,0
2018-06-01,,Turkey,Tunisia,2,2,Friendly,Geneva,Switzerland,TRUE,2757,0,0,0
2018-06-03,,Saudi Arabia,Peru,0,3,Friendly,St. Gallen,Switzerland,TRUE,2760,0,0,0
2018-06-03,,Spain,Switzerland,1,1,Friendly,Vila-real,Spain,FALSE,2762,0,0,0
2018-06-04,,Slovakia,Morocco,1,2,Friendly,Geneva,Switzerland,TRUE,2765,0,0,0
2018-06-08,,Switzerland,Japan,2,0,Friendly,Lugano,Switzerland,FALSE,2767,0,0,0
2018-06-17,,Brazil,Switzerland,1,1,FIFA World Cup,Rostov-on-Don,Russia,TRUE,2769,0,0,0
2018-06-22,,Serbia,Switzerland,1,2,FIFA World Cup,Kaliningrad,Russia,TRUE,2772,0,0,0
2018-06-27,,Switzerland,Costa Rica,2,2,FIFA World Cup,Nizhny Novgorod,Russia,TRUE,2776,0,0,0
2018-07-03,,Sweden,Switzerland,1,0,FIFA World Cup,Saint Petersburg,Russia,TRUE,2777,0,0,0
2018-09-08,,Switzerland,Iceland,6,0,UEFA Nations League,St. Gallen,Switzerland,FALSE,2783,0,0,0
2018-09-11,,England,Switzerland,1,0,Friendly,London,England,FALSE,2784,0,0,0
2018-10-12,,Belgium,Switzerland,2,1,UEFA Nations League,Brussels,Belgium,FALSE,2787,0,0,0
2018-10-15,,Iceland,Switzerland,1,2,UEFA Nations League,Reykjavík,Iceland,FALSE,2790,0,0,0
2018-11-14,,Switzerland,Qatar,0,1,Friendly,Lugano,Switzerland,FALSE,2791,0,0,0
2018-11-18,,Switzerland,Belgium,5,2,UEFA Nations League,Lucerne,Switzerland,FALSE,2798,0,0,0
2019-03-23,,Georgia,Switzerland,0,2,UEFA Euro qualification,Tbilisi,Georgia,FALSE,2800,0,0,0
2019-03-26,,Switzerland,Denmark,3,3,UEFA Euro qualification,Basel,Switzerland,FALSE,2806,0,0,0
2019-06-05,,Portugal,Switzerland,3,1,UEFA Nations League,Porto,Portugal,FALSE,2810,0,0,0
2019-06-09,,Switzerland,England,0,0,UEFA Nations League,Guimarães,Portugal,TRUE,2810,0,0,0
2019-09-05,,Republic of Ireland,Switzerland,1,1,UEFA Euro qualification,Dublin,Republic of Ireland,FALSE,2812,0,0,0
2019-09-08,,Switzerland,Gibraltar,4,0,UEFA Euro qualification,Sion,Switzerland,FALSE,2816,0,0,0
2019-10-12,,Denmark,Switzerland,1,0,UEFA Euro qualification,Copenhagen,Denmark,FALSE,2817,0,0,0
2019-10-15,,Switzerland,Republic of Ireland,2,0,UEFA Euro qualification,Geneva,Switzerland,FALSE,2819,0,0,0
2019-11-15,,Switzerland,Georgia,1,0,UEFA Euro qualification,St. Gallen,Switzerland,FALSE,2820,0,0,0
2019-11-18,,Gibraltar,Switzerland,1,6,UEFA Euro qualification,Gibraltar,Gibraltar,FALSE,2827,0,0,0
2020-09-03,,Ukraine,Switzerland,2,1,UEFA Nations League,Lviv,Ukraine,FALSE,2830,0,0,0
2020-09-06,,Switzerland,Germany,1,1,UEFA Nations League,Basel,Switzerland,FALSE,2832,0,0,0
2020-10-07,,Switzerland,Croatia,1,2,Friendly,St. Gallen,Switzerland,FALSE,2835,0,0,0
2020-10-10,,Spain,Switzerland,1,0,UEFA Nations League,Madrid,Spain,FALSE,2836,0,0,0
2020-10-13,,Germany,Switzerland,3,3,UEFA Nations League,Cologne,Germany,FALSE,2842,0,0,0
2020-11-11,,Belgium,Switzerland,2,1,Friendly,Leuven,Belgium,FALSE,2845,0,0,0
2020-11-14,,Switzerland,Spain,1,1,UEFA Nations League,Basel,Switzerland,FALSE,2847,0,0,0
2020-11-17,,Switzerland,Ukraine,3,0,UEFA Nations League,Lucerne,Switzerland,FALSE,2850,0,0,0
2021-03-25,,Bulgaria,Switzerland,1,3,FIFA World Cup qualification,Sofia,Bulgaria,FALSE,2854,0,0,0
2021-03-28,,Switzerland,Lithuania,1,0,FIFA World Cup qualification,St. Gallen,Switzerland,FALSE,2855,0,0,0
2021-03-31,,Switzerland,Finland,3,2,Friendly,St. Gallen,Switzerland,FALSE,2860,0,0,0
2021-05-30,,Switzerland,United States,2,1,Friendly,St. Gallen,Switzerland,FALSE,2863,0,0,0
2021-06-03,,Switzerland,Liechtenstein,7,0,Friendly,St. Gallen,Switzerland,FALSE,2870,0,0,0
2021-06-12,,Wales,Switzerland,1,1,UEFA Euro,Cardiff,Wales,FALSE,2872,0,0,0
2021-06-16,,Italy,Switzerland,3,0,UEFA Euro,Rome,Italy,FALSE,2875,0,0,0
2021-06-20,,Switzerland,Turkey,3,1,UEFA Euro,Baku,Azerbaijan,TRUE,2879,0,0,0
2021-06-28,,France,Switzerland,3,3,UEFA Euro,Bucharest,Romania,TRUE,2885,0,0,0
2021-07-02,,Switzerland,Spain,1,1,UEFA Euro,Saint Petersburg,Russia,TRUE,2887,0,0,0
2021-09-01,,Switzerland,Greece,2,1,Friendly,Basel,Switzerland,FALSE,2890,0,0,0
2021-09-02,,Liechtenstein,Germany,0,2,FIFA World Cup qualification,St. Gallen,Switzerland,TRUE,2892,0,0,0
2021-09-05,,Switzerland,Italy,0,0,FIFA World Cup qualification,Basel,Switzerland,FALSE,2892,0,0,0
2021-09-08,,Northern Ireland,Switzerland,0,0,FIFA World Cup qualification,Belfast,Northern Ireland,FALSE,2892,0,0,0
2021-10-09,,Switzerland,Northern Ireland,2,0,FIFA World Cup qualification,Geneva,Switzerland,FALSE,2894,0,0,0
2021-10-12,,Lithuania,Switzerland,0,4,FIFA World Cup qualification,Vilnius,Lithuania,FALSE,2898,0,0,0
2021-11-12,,Italy,Switzerland,1,1,FIFA World Cup qualification,Rome,Italy,FALSE,2900,0,0,0
2021-11-15,,Switzerland,Bulgaria,4,0,FIFA World Cup qualification,Lucerne,Switzerland,FALSE,2904,0,0,0
